OBJECTID,A,Service Category,Service Type,Walk-in,Insurance,Children,Facility Name ,Address,City,Borough,Latitude,Longitude,ZIP Code,Phone,Website,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,More Information,DOHMH Website,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
690,680,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Marble Hill Pharmacy Corp.,5277A Broadway,Bronx,BRONX,40.875852870000003,-73.908167180000007,10463,(718) 562-5200,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.87585287', 'longitude': '-73.90816718', 'human_address': '{""address"": ""5277A Broadway"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11272,48,4,39,33
297,163,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,131 8TH AVE,NEW YORK,Manhattan,40.741299099999999,-74.00144152,10011,212-929-0650,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7412991', 'longitude': '-74.00144152', 'human_address': '{""address"": ""131 8TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6
773,771,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Lincoln Place Pharmacy,1135 Eastern Parkway,Brooklyn,BROOKLYN,40.668763040000002,-73.930467710000002,11213,(718) 756-1717,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.66876304', 'longitude': '-73.93046771', 'human_address': '{""address"": ""1135 Eastern Parkway"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17615,16,2,17,49
18,8,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,305 BROADWAY,NEW YORK,Manhattan,40.71537154,-74.005323300000001,10007,212-227-6168,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71537154', 'longitude': '-74.0053233', 'human_address': '{""address"": ""305 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11728,56,4,32,1
445,417,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1299 2nd Avenue,Manhattan,Manhattan,40.76654954,-73.960035840000003,10065,(212) 772-0104,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76654954', 'longitude': '-73.96003584', 'human_address': '{""address"": ""1299 2nd Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",10090,23,4,51,11
150,241,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,83-45  Langdale Street,Queens,Queens,40.744891019999997,-73.711220800000007,11004,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74489102', 'longitude': '-73.7112208', 'human_address': '{""address"": ""83-45 Langdale Street"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",16098,63,3,16,63
376,296,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,112-55 Farmers Blvd.,Queens,Queens,40.699630020000001,-73.763174789999994,11412,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69963002', 'longitude': '-73.76317479', 'human_address': '{""address"": ""112-55 Farmers Blvd."", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",15312,41,3,6,71
734,812,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Morrisania Center,1225 GERARD AVENUE ,BRONX,BRONX,40.83595055,-73.919985580000002,10452,212-932-6718,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.83595055', 'longitude': '-73.91998558', 'human_address': '{""address"": ""1225 GERARD AVENUE"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27
602,546,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,2182 BROADWAY,NEW YORK,MANHATTAN,40.782627169999998,-73.980721130000006,10024,(212) 799-0102,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.78262717', 'longitude': '-73.98072113', 'human_address': '{""address"": ""2182 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12421,20,4,19,12
585,462,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,3700 Junction Boulevard,Queens,Queens,40.751468520000003,-73.870802019999999,11368,(718) 639-2647,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75146852', 'longitude': '-73.87080202', 'human_address': '{""address"": ""3700 Junction Boulevard"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14783,65,3,21,73
820,844,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Junction Medical Center,34-33 JUNCTION BOULEVARD ,QUEENS,QUEENS,40.754242789999999,-73.87226665,11372,718 334 2503,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75424279', 'longitude': '-73.87226665', 'human_address': '{""address"": ""34-33 JUNCTION BOULEVARD"", ""city"": ""QUEENS"", ""state"": """", ""zip"": """"}'}",14783,65,3,21,73
563,536,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,130 DYCKMAN STREET,NEW YORK,MANHATTAN,40.862380399999999,-73.925260919999999,10040,(212) 304-4732,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8623804', 'longitude': '-73.92526092', 'human_address': '{""address"": ""130 DYCKMAN STREET"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22
177,50,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,2681 BROADWAY,NEW YORK,Manhattan,40.798729559999998,-73.968985869999997,10025,212-865-5360,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79872956', 'longitude': '-73.96898587', 'human_address': '{""address"": ""2681 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12422,20,4,19,15
424,506,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,215 PARK AVENUE SOUTH,NEW YORK,MANHATTAN,40.736955459999997,-73.988712719999995,10003,(646) 602-8236,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73695546', 'longitude': '-73.98871272', 'human_address': '{""address"": ""215 PARK AVENUE SOUTH"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,11,4,50,7
695,684,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,"Papas Pharmacy,llc",3979 Laconia Avenue,Bronx,BRONX,40.884485830000003,-73.84911932,10466,(347) 947-9500,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.88448583', 'longitude': '-73.84911932', 'human_address': '{""address"": ""3979 Laconia Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11275,29,5,2,30
192,252,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,2575 Broadway,Manhattan,Manhattan,40.795195990000003,-73.971548240000004,10025,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79519599', 'longitude': '-73.97154824', 'human_address': '{""address"": ""2575 Broadway"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12422,20,4,19,15
403,501,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,743 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.794196810000003,-73.970244179999995,10025,(212) 280-0582,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79419681', 'longitude': '-73.97024418', 'human_address': '{""address"": ""743 AMSTERDAM AVENUE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12422,20,4,23,15
733,699,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,U.N. Plaza Pharmacy ,800 2nd Avenue,Manhattan,MANHATTAN,40.750278379999997,-73.971851920000006,10017,(646) 918-7363,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75027838', 'longitude': '-73.97185192', 'human_address': '{""address"": ""800 2nd Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12079,71,4,51,9
23,307,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,650 Castle Hill Avenue,Bronx,Bronx,40.820058430000003,-73.848231650000002,10473,(718) 863-6304,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82005843', 'longitude': '-73.84823165', 'human_address': '{""address"": ""650 Castle Hill Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11611,58,5,31,26
45,313,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,6201 Fourth Avenue,Brooklyn,Brooklyn,40.639586379999997,-74.019592849999995,11220,(718) 567-9476,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63958638', 'longitude': '-74.01959285', 'human_address': '{""address"": ""6201 Fourth Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18180,9,2,7,45
844,852,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,The Floating Hospital,41-43 CRESCENT STREET ,LONG ISLAND CITY,QUEENS,40.751649299999997,-73.939616979999997,11101,718-784-2240,{'url': 'http://www.thefloatinghospital.org'},,,,,,,,"We accept walk-in patients and take appointments, Most insurances accepted, those who are uninsured can pay on a sliding fee scale.",{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7516493', 'longitude': '-73.93961698', 'human_address': '{""address"": ""41-43 CRESCENT STREET"", ""city"": ""LONG ISLAND CITY"", ""state"": """", ""zip"": """"}'}",16858,39,3,33,72
287,160,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1235 LEXINGTON AVE,NEW YORK,Manhattan,40.777961150000003,-73.956674480000004,10028,212-570-2710,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77796115', 'longitude': '-73.95667448', 'human_address': '{""address"": ""1235 LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11
744,816,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Jacobi Hospital,1400 PELHAM PARKWAY SOUTH ,BRONX,BRONX,40.857420089999998,-73.847077010000007,10461,212-932-6718,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.85742009', 'longitude': '-73.84707701', 'human_address': '{""address"": ""1400 PELHAM PARKWAY SOUTH"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",11270,59,5,12,32
876,876,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,88-06 55 AVENUE,88-06 55 AVENUE,QUEENS,40.735845670000003,-73.87570839,11373,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.73584567', 'longitude': '-73.87570839', 'human_address': '{""address"": ""88-06 55 AVENUE"", ""city"": ""88-06 55 AVENUE"", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68
827,786,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Myrtle Drugs,5518 Myrtle Avenue,Ridgewood,QUEENS,40.699933129999998,-73.907721609999996,11385,(718) 366-6171,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69993313', 'longitude': '-73.90772161', 'human_address': '{""address"": ""5518 Myrtle Avenue"", ""city"": ""Ridgewood"", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62
578,646,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,American Pharmacy,5524 8th Avenue,Brooklyn,BROOKLYN,40.638132980000002,-74.006820669999996,11220,(718) 686-7688,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63813298', 'longitude': '-74.00682067', 'human_address': '{""address"": ""5524 8th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18180,9,2,7,45
712,806,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Stapleton Child Health Center,111 CANAL STREET ,STATEN ISLAND,STATEN ISLAND,40.626576630000002,-74.076757970000003,10304,718-616-4594,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62657663', 'longitude': '-74.07675797', 'human_address': '{""address"": ""111 CANAL STREET"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10691,4,1,13,74
580,735,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Top Choice Pharmacy,65-05 Myrtle Avenue,Glendale,QUEENS,40.701169149999998,-73.890033489999993,11385,(718) 381-5100,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70116915', 'longitude': '-73.89003349', 'human_address': '{""address"": ""65-05 Myrtle Avenue"", ""city"": ""Glendale"", ""state"": """", ""zip"": """"}'}",15310,54,3,34,62
292,383,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,57 East Burnside Avenue,Bronx,Bronx,40.853377309999999,-73.906121200000001,10453,(718) 295-4533,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.85337731', 'longitude': '-73.9061212', 'human_address': '{""address"": ""57 East Burnside Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29
60,102,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,16 COURT ST,BROOKLYN,Brooklyn,40.69352619,-73.990530509999999,11241,718-855-3980,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69352619', 'longitude': '-73.99053051', 'human_address': '{""address"": ""16 COURT ST"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",16865,68,2,38,54
119,234,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1551 Richmond Avenue,Staten Island,Staten Island,40.610445460000001,-74.160066979999996,10314,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61044546', 'longitude': '-74.16006698', 'human_address': '{""address"": ""1551 Richmond Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10700,30,1,14,75
282,73,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1187 1ST AVE,NEW YORK,Manhattan,40.762963759999998,-73.959588499999995,10065,917-432-0634,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76296376', 'longitude': '-73.9595885', 'human_address': '{""address"": ""1187 1ST AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",10090,23,4,1,11
205,359,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,892 Flatbush Avenue,Brooklyn,Brooklyn,40.649722439999998,-73.958575440000004,11226,(718) 856-8841,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.64972244', 'longitude': '-73.95857544', 'human_address': '{""address"": ""892 Flatbush Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13510,60,2,11,43
546,447,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,65-35  Woodhaven Blvd,Queens,Queens,40.719201439999999,-73.864308149999999,11374,(718) 520-6744,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71920144', 'longitude': '-73.86430815', 'human_address': '{""address"": ""65-35 Woodhaven Blvd"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14785,40,3,28,70
260,375,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,9738 Seaview Avenue,Brooklyn,Brooklyn,40.633961120000002,-73.889272759999997,11236,(718) 968-1584,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63396112', 'longitude': '-73.88927276', 'human_address': '{""address"": ""9738 Seaview Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13827,5,2,8,42
28,210,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,"415 Broadway, Frnt. A, ",NEW YORK,Manhattan,40.71922223,-74.002031040000006,10013,(646) 927-5325,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71922223', 'longitude': '-74.00203104', 'human_address': '{""address"": ""415 Broadway, Frnt. A,"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12076,56,4,32,2
414,504,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,6502-6510 18TH AVENUE,BROOKLYN,BROOKLYN,40.619031819999996,-73.990288829999997,11204,(718) 331-4555,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61903182', 'longitude': '-73.99028883', 'human_address': '{""address"": ""6502-6510 18TH AVENUE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",16867,1,2,7,37
642,482,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,50-15  Roosevelt Avenue,Queens,Queens,40.743716999999997,-73.914109670000002,11377,(718) 426-7572,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.743717', 'longitude': '-73.91410967', 'human_address': '{""address"": ""50-15 Roosevelt Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14787,53,3,33,66
72,320,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,650 East Tremont Avenue,Bronx,Bronx,40.845964600000002,-73.8923226,10457,(718) 466-0266,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8459646', 'longitude': '-73.8923226', 'human_address': '{""address"": ""650 East Tremont Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31
392,192,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1401 KINGS HWY,BROOKLYN,Brooklyn,40.60855626,-73.95879223,11229,718-627-9199,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.60855626', 'longitude': '-73.95879223', 'human_address': '{""address"": ""1401 KINGS HWY"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",13512,32,2,15,36
13,304,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,691 Co-op City Boulevard,Bronx,Bronx,40.879488389999999,-73.825175299999998,10475,(718) 862-2847,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.87948839', 'longitude': '-73.8251753', 'human_address': '{""address"": ""691 Co-op City Boulevard"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",12344,43,5,2,28
446,612,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Stop and Shop Pharmacy,1351 Forest Avenue,Staten Island,STATEN ISLAND,40.625949769999998,-74.134450400000006,10302,(718) 448-6758,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62594977', 'longitude': '-74.1344504', 'human_address': '{""address"": ""1351 Forest Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10370,4,1,13,75
383,99,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,2141 NOSTRAND AVE,BROOKLYN,Brooklyn,40.633205259999997,-73.947675869999998,11210,718-434-1211,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63320526', 'longitude': '-73.94767587', 'human_address': '{""address"": ""2141 NOSTRAND AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17217,60,2,26,43
55,19,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,80 MAIDEN LN,NEW YORK,Manhattan,40.707357999999999,-74.007806000000002,10038,212-509-8890,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.707358', 'longitude': '-74.007806', 'human_address': '{""address"": ""80 MAIDEN LN"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13096,56,4,32,1
573,457,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1710 Crosby Avenue,Bronx,Bronx,40.845630100000001,-73.831325090000007,10461,(718) 918-2459,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8456301', 'longitude': '-73.83132509', 'human_address': '{""address"": ""1710 Crosby Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11270,43,5,12,28
314,81,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,16004 JAMAICA AVE,JAMAICA,Queens,40.703804920000003,-73.799019200000004,11432,718-558-3987,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70380492', 'longitude': '-73.7990192', 'human_address': '{""address"": ""16004 JAMAICA AVE"", ""city"": ""JAMAICA"", ""state"": """", ""zip"": """"}'}",24340,41,3,24,61
612,654,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Athenas Pharmacy,32-24 Steinway Street.,Astoria,QUEENS,40.758397279999997,-73.919472690000006,11103,(718) 204-7867,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75839728', 'longitude': '-73.91947269', 'human_address': '{""address"": ""32-24 Steinway Street."", ""city"": ""Astoria"", ""state"": """", ""zip"": """"}'}",16860,39,3,4,72
788,774,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Bliss Pharmacy,1590 Madison Avenue,New York,MANHATTAN,40.794043950000002,-73.94919238,10029,(212) 427-4328,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79404395', 'longitude': '-73.94919238', 'human_address': '{""address"": ""1590 Madison Avenue"", ""city"": ""New York"", ""state"": """", ""zip"": """"}'}",12426,7,4,36,14
145,339,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,182 Smith Street,Brooklyn,Brooklyn,40.685386250000001,-73.991422279999995,11201,(718) 246-4226,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68538625', 'longitude': '-73.99142228', 'human_address': '{""address"": ""182 Smith Street"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",16865,14,2,38,48
714,693,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Drug Mart II LLC,4873 Broadway,Manhattan,MANHATTAN,40.866864159999999,-73.923542089999998,10034,(212) 569-4400,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.86686416', 'longitude': '-73.92354209', 'human_address': '{""address"": ""4873 Broadway"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22
